"Year","Month","Temperature","City"
1932,7,86.7,"LAS"
1932,8,86.6,"LAS"
1932,9,80.3,"LAS"
1932,10,66.6,"LAS"
1932,11,56.2,"LAS"
1932,12,41.9,"LAS"
1933,1,43.7,"LAS"
1933,2,NA,"LAS"
1933,3,57.8,"LAS"
1933,4,61.1,"LAS"
1933,5,66.8,"LAS"
1933,6,81.6,"LAS"
1933,7,NA,"LAS"
1933,8,86,"LAS"
1933,9,81.3,"LAS"
1933,10,NA,"LAS"
1933,11,57.4,"LAS"
1933,12,48.4,"LAS"
1934,1,49.7,"LAS"
1934,2,55.9,"LAS"
1934,3,66.8,"LAS"
1934,4,71.3,"LAS"
1934,5,78.2,"LAS"
1934,6,78.3,"LAS"
1934,7,88.9,"LAS"
1934,8,86.8,"LAS"
1934,9,80.3,"LAS"
1934,10,69.5,"LAS"
1934,11,57.5,"LAS"
1934,12,48.9,"LAS"
1935,1,46.5,"LAS"
1935,2,53,"LAS"
1935,3,54,"LAS"
1935,4,65.7,"LAS"
1935,5,70.2,"LAS"
1935,6,84.5,"LAS"
1935,7,86.6,"LAS"
1935,8,85.5,"LAS"
1935,9,79.1,"LAS"
1935,10,67.4,"LAS"
1935,11,51.9,"LAS"
1935,12,48,"LAS"
1936,1,NA,"LAS"
1936,2,50.5,"LAS"
1936,3,59.9,"LAS"
1936,4,68.4,"LAS"
1936,5,75.6,"LAS"
1936,6,82.9,"LAS"
1936,7,87.9,"LAS"
1936,8,85.8,"LAS"
1936,9,NA,"LAS"
1936,10,60.3,"LAS"
1936,11,49.4,"LAS"
1936,12,44.7,"LAS"
1937,1,33.7,"LAS"
1937,2,48.7,"LAS"
1937,3,57,"LAS"
1937,4,64.3,"LAS"
1937,5,75.5,"LAS"
1937,6,82.2,"LAS"
1937,7,86.8,"LAS"
1937,8,88.4,"LAS"
1937,9,82.4,"LAS"
1937,10,68.6,"LAS"
1937,11,57.8,"LAS"
1937,12,51.6,"LAS"
1938,1,49.5,"LAS"
1938,2,50.6,"LAS"
1938,3,54.3,"LAS"
1938,4,66,"LAS"
1938,5,72.4,"LAS"
1938,6,81.4,"LAS"
1938,7,86.8,"LAS"
1938,8,NA,"LAS"
1938,9,80.3,"LAS"
1938,10,64.6,"LAS"
1938,11,49.6,"LAS"
1938,12,47.7,"LAS"
1939,1,47.8,"LAS"
1939,2,43.1,"LAS"
1939,3,58.9,"LAS"
1939,4,68.2,"LAS"
1939,5,74.1,"LAS"
1939,6,80.6,"LAS"
1939,7,88.5,"LAS"
1939,8,88,"LAS"
1939,9,76.3,"LAS"
1939,10,64.9,"LAS"
1939,11,57.7,"LAS"
1939,12,51.7,"LAS"
1940,1,49.6,"LAS"
1940,2,53,"LAS"
1940,3,62,"LAS"
1940,4,67.8,"LAS"
1940,5,78,"LAS"
1940,6,84.5,"LAS"
1940,7,85.6,"LAS"
1940,8,86.2,"LAS"
1940,9,75.7,"LAS"
1940,10,67.7,"LAS"
1940,11,52.3,"LAS"
1940,12,48.1,"LAS"
1941,1,48.5,"LAS"
1941,2,54,"LAS"
1941,3,56.8,"LAS"
1941,4,61,"LAS"
1941,5,73.6,"LAS"
1941,6,78.1,"LAS"
1941,7,85.7,"LAS"
1941,8,81.4,"LAS"
1941,9,74.5,"LAS"
1941,10,61.7,"LAS"
1941,11,55.3,"LAS"
1941,12,48,"LAS"
1942,1,48,"LAS"
1942,2,48.8,"LAS"
1942,3,55.7,"LAS"
1942,4,65.5,"LAS"
1942,5,71.3,"LAS"
1942,6,82.5,"LAS"
1942,7,89.2,"LAS"
1942,8,85.1,"LAS"
1942,9,78.5,"LAS"
1942,10,68.5,"LAS"
1942,11,NA,"LAS"
1942,12,NA,"LAS"
1943,1,47.7,"LAS"
1943,2,54.1,"LAS"
1943,3,60.4,"LAS"
1943,4,69.4,"LAS"
1943,5,76.7,"LAS"
1943,6,80.4,"LAS"
1943,7,87.9,"LAS"
1943,8,87.1,"LAS"
1943,9,82,"LAS"
1943,10,69.4,"LAS"
1943,11,55,"LAS"
1943,12,48.5,"LAS"
1944,1,45.7,"LAS"
1944,2,48.2,"LAS"
1944,3,56.9,"LAS"
1944,4,63.7,"LAS"
1944,5,75,"LAS"
1944,6,78.6,"LAS"
1944,7,85.2,"LAS"
1944,8,85.7,"LAS"
1944,9,80.6,"LAS"
1944,10,71,"LAS"
1944,11,54.4,"LAS"
1944,12,48.5,"LAS"
1945,1,47.4,"LAS"
1945,2,52.5,"LAS"
1945,3,53.7,"LAS"
1945,4,62.3,"LAS"
1945,5,73.1,"LAS"
1945,6,79.8,"LAS"
1945,7,88.2,"LAS"
1945,8,83,"LAS"
1945,9,75.8,"LAS"
1945,10,64.7,"LAS"
1945,11,49.9,"LAS"
1945,12,43.1,"LAS"
1946,1,45.6,"LAS"
1946,2,48.9,"LAS"
1946,3,56.6,"LAS"
1946,4,67.7,"LAS"
1946,5,72.9,"LAS"
1946,6,82.1,"LAS"
1946,7,85.5,"LAS"
1946,8,84.8,"LAS"
1946,9,77.5,"LAS"
1946,10,61.2,"LAS"
1946,11,50.8,"LAS"
1946,12,49.8,"LAS"
1947,1,43.8,"LAS"
1947,2,55,"LAS"
1947,3,59.8,"LAS"
1947,4,65,"LAS"
1947,5,76,"LAS"
1947,6,78.7,"LAS"
1947,7,84.1,"LAS"
1947,8,79.3,"LAS"
1947,9,79.7,"LAS"
1947,10,66.3,"LAS"
1947,11,51.3,"LAS"
1947,12,45,"LAS"
1948,1,47,"LAS"
1948,2,48,"LAS"
1948,3,51.5,"LAS"
1948,4,64.1,"LAS"
1948,5,71.1,"LAS"
1948,6,78.2,"LAS"
1948,7,84.4,"LAS"
1948,8,83.3,"LAS"
1948,9,NA,"LAS"
1948,10,67.3,"LAS"
1948,11,50.2,"LAS"
1948,12,NA,"LAS"
1949,1,34,"LAS"
1949,2,42.8,"LAS"
1949,3,54.8,"LAS"
1949,4,67.5,"LAS"
1949,5,70.5,"LAS"
1949,6,82.1,"LAS"
1949,7,87.5,"LAS"
1949,8,83,"LAS"
1949,9,80.1,"LAS"
1949,10,63,"LAS"
1949,11,59,"LAS"
1949,12,42.5,"LAS"
1950,1,41.7,"LAS"
1950,2,52,"LAS"
1950,3,NA,"LAS"
1950,4,67,"LAS"
1950,5,71.2,"LAS"
1950,6,79.8,"LAS"
1950,7,87.2,"LAS"
1950,8,84.3,"LAS"
1950,9,77.4,"LAS"
1950,10,71,"LAS"
1950,11,57.2,"LAS"
1950,12,52,"LAS"
1951,1,45.3,"LAS"
1951,2,48.6,"LAS"
1951,3,56,"LAS"
1951,4,64.8,"LAS"
1951,5,72.8,"LAS"
1951,6,80.5,"LAS"
1951,7,88.2,"LAS"
1951,8,85.5,"LAS"
1951,9,79.8,"LAS"
1951,10,64.5,"LAS"
1951,11,51.2,"LAS"
1951,12,43.3,"LAS"
1952,1,42.7,"LAS"
1952,2,49.2,"LAS"
1952,3,50.8,"LAS"
1952,4,64.4,"LAS"
1952,5,75.2,"LAS"
1952,6,NA,"LAS"
1952,7,86.4,"LAS"
1952,8,88.3,"LAS"
1952,9,NA,"LAS"
1952,10,NA,"LAS"
1952,11,49.8,"LAS"
1952,12,45.8,"LAS"
1953,1,NA,"LAS"
1953,2,49.5,"LAS"
1953,3,NA,"LAS"
1953,4,63.8,"LAS"
1953,5,65.9,"LAS"
1953,6,80.5,"LAS"
1953,7,88.9,"LAS"
1953,8,85.1,"LAS"
1953,9,79.9,"LAS"
1953,10,65.6,"LAS"
1953,11,56.1,"LAS"
1953,12,NA,"LAS"
1954,1,46,"LAS"
1954,2,54.9,"LAS"
1954,3,53.1,"LAS"
1954,4,69.2,"LAS"
1954,5,76.8,"LAS"
1954,6,81.1,"LAS"
1954,7,90.7,"LAS"
1954,8,86,"LAS"
1954,9,NA,"LAS"
1954,10,NA,"LAS"
1954,11,57.1,"LAS"
1954,12,44.6,"LAS"
1955,1,42,"LAS"
1955,2,45,"LAS"
1955,3,55.7,"LAS"
1955,4,NA,"LAS"
1955,5,70.2,"LAS"
1955,6,79.6,"LAS"
1955,7,NA,"LAS"
1955,8,85.2,"LAS"
1955,9,NA,"LAS"
1955,10,69,"LAS"
1955,11,53.9,"LAS"
1955,12,NA,"LAS"
1956,1,NA,"LAS"
1956,2,46.5,"LAS"
1956,3,57,"LAS"
1956,4,63.7,"LAS"
1956,5,NA,"LAS"
1956,6,NA,"LAS"
1956,7,NA,"LAS"
1956,8,NA,"LAS"
1956,9,83.4,"LAS"
1956,10,65.3,"LAS"
1956,11,50.5,"LAS"
1956,12,45.7,"LAS"
1957,1,43.5,"LAS"
1957,2,54.9,"LAS"
1957,3,56.9,"LAS"
1957,4,63.5,"LAS"
1957,5,69.2,"LAS"
1957,6,85.8,"LAS"
1957,7,88.9,"LAS"
1957,8,86.3,"LAS"
1957,9,80.1,"LAS"
1957,10,63.7,"LAS"
1957,11,49,"LAS"
1957,12,46.8,"LAS"
1958,1,46,"LAS"
1958,2,52.2,"LAS"
1958,3,52.1,"LAS"
1958,4,62.3,"LAS"
1958,5,78,"LAS"
1958,6,84,"LAS"
1958,7,88.7,"LAS"
1958,8,90.5,"LAS"
1958,9,81,"LAS"
1958,10,69.9,"LAS"
1958,11,53.4,"LAS"
1958,12,48.8,"LAS"
1959,1,46.4,"LAS"
1959,2,47.7,"LAS"
1959,3,57.1,"LAS"
1959,4,68.7,"LAS"
1959,5,72.2,"LAS"
1959,6,86.8,"LAS"
1959,7,93.4,"LAS"
1959,8,87.1,"LAS"
1959,9,77.8,"LAS"
1959,10,68.2,"LAS"
1959,11,53.4,"LAS"
1959,12,47.4,"LAS"
1960,1,41,"LAS"
1960,2,46,"LAS"
1960,3,59.7,"LAS"
1960,4,65.9,"LAS"
1960,5,73.4,"LAS"
1960,6,87.4,"LAS"
1960,7,90.9,"LAS"
1960,8,88.3,"LAS"
1960,9,82,"LAS"
1960,10,66.1,"LAS"
1960,11,53,"LAS"
1960,12,44.3,"LAS"
1961,1,45.1,"LAS"
1961,2,51,"LAS"
1961,3,56.2,"LAS"
1961,4,65,"LAS"
1961,5,72.8,"LAS"
1961,6,87,"LAS"
1961,7,91,"LAS"
1961,8,87.7,"LAS"
1961,9,75.6,"LAS"
1961,10,64.1,"LAS"
1961,11,50.3,"LAS"
1961,12,42.4,"LAS"
1962,1,44.3,"LAS"
1962,2,49.9,"LAS"
1962,3,51.2,"LAS"
1962,4,70.3,"LAS"
1962,5,70.6,"LAS"
1962,6,82.3,"LAS"
1962,7,88.3,"LAS"
1962,8,89.8,"LAS"
1962,9,81.4,"LAS"
1962,10,68.6,"LAS"
1962,11,57.3,"LAS"
1962,12,45.8,"LAS"
1963,1,41.1,"LAS"
1963,2,55.8,"LAS"
1963,3,53.9,"LAS"
1963,4,58.5,"LAS"
1963,5,75.8,"LAS"
1963,6,78.6,"LAS"
1963,7,90.3,"LAS"
1963,8,87.9,"LAS"
1963,9,80.5,"LAS"
1963,10,70.1,"LAS"
1963,11,55,"LAS"
1963,12,44.6,"LAS"
1964,1,42,"LAS"
1964,2,45.6,"LAS"
1964,3,52.2,"LAS"
1964,4,61.8,"LAS"
1964,5,70.9,"LAS"
1964,6,80.8,"LAS"
1964,7,90.7,"LAS"
1964,8,87.6,"LAS"
1964,9,78.4,"LAS"
1964,10,72,"LAS"
1964,11,49.9,"LAS"
1964,12,45.2,"LAS"
1965,1,47,"LAS"
1965,2,49.5,"LAS"
1965,3,53.2,"LAS"
1965,4,61.1,"LAS"
1965,5,69.6,"LAS"
1965,6,78,"LAS"
1965,7,88.7,"LAS"
1965,8,87.8,"LAS"
1965,9,74.7,"LAS"
1965,10,69.8,"LAS"
1965,11,55.9,"LAS"
1965,12,44.9,"LAS"
1966,1,42.7,"LAS"
1966,2,45.8,"LAS"
1966,3,57.9,"LAS"
1966,4,66.4,"LAS"
1966,5,77.5,"LAS"
1966,6,83.8,"LAS"
1966,7,89.2,"LAS"
1966,8,89.6,"LAS"
1966,9,80.1,"LAS"
1966,10,66.5,"LAS"
1966,11,55.3,"LAS"
1966,12,46.1,"LAS"
1967,1,45.3,"LAS"
1967,2,50.5,"LAS"
1967,3,59.3,"LAS"
1967,4,56.2,"LAS"
1967,5,72.5,"LAS"
1967,6,79.6,"LAS"
1967,7,91.7,"LAS"
1967,8,90.3,"LAS"
1967,9,80,"LAS"
1967,10,69.1,"LAS"
1967,11,56.7,"LAS"
1967,12,41.6,"LAS"
1968,1,44.2,"LAS"
1968,2,55.7,"LAS"
1968,3,57.5,"LAS"
1968,4,62,"LAS"
1968,5,73.5,"LAS"
1968,6,84,"LAS"
1968,7,88.9,"LAS"
1968,8,83.4,"LAS"
1968,9,79.7,"LAS"
1968,10,66.9,"LAS"
1968,11,54.5,"LAS"
1968,12,40.8,"LAS"
1969,1,47.5,"LAS"
1969,2,46.3,"LAS"
1969,3,52.9,"LAS"
1969,4,64.4,"LAS"
1969,5,76.8,"LAS"
1969,6,81.4,"LAS"
1969,7,89.7,"LAS"
1969,8,92.2,"LAS"
1969,9,82.5,"LAS"
1969,10,62.8,"LAS"
1969,11,53.4,"LAS"
1969,12,45.7,"LAS"
1970,1,44,"LAS"
1970,2,52.5,"LAS"
1970,3,54.9,"LAS"
1970,4,58.6,"LAS"
1970,5,75.3,"LAS"
1970,6,83.4,"LAS"
1970,7,91.1,"LAS"
1970,8,88.8,"LAS"
1970,9,77.2,"LAS"
1970,10,63.8,"LAS"
1970,11,54.9,"LAS"
1970,12,44.4,"LAS"
1971,1,44.4,"LAS"
1971,2,49.7,"LAS"
1971,3,55.8,"LAS"
1971,4,63,"LAS"
1971,5,68,"LAS"
1971,6,83.3,"LAS"
1971,7,92.8,"LAS"
1971,8,89,"LAS"
1971,9,77.6,"LAS"
1971,10,61.7,"LAS"
1971,11,50.9,"LAS"
1971,12,41.4,"LAS"
1972,1,42.3,"LAS"
1972,2,51.9,"LAS"
1972,3,63.7,"LAS"
1972,4,65.1,"LAS"
1972,5,74.5,"LAS"
1972,6,84.7,"LAS"
1972,7,93.1,"LAS"
1972,8,86.5,"LAS"
1972,9,78,"LAS"
1972,10,63.5,"LAS"
1972,11,49.7,"LAS"
1972,12,41.3,"LAS"
1973,1,40.8,"LAS"
1973,2,49.5,"LAS"
1973,3,50.6,"LAS"
1973,4,62.1,"LAS"
1973,5,76.6,"LAS"
1973,6,85.2,"LAS"
1973,7,91.7,"LAS"
1973,8,87.5,"LAS"
1973,9,78.9,"LAS"
1973,10,67.7,"LAS"
1973,11,53.3,"LAS"
1973,12,46.2,"LAS"
1974,1,41,"LAS"
1974,2,48.9,"LAS"
1974,3,59.5,"LAS"
1974,4,63.4,"LAS"
1974,5,77,"LAS"
1974,6,89.1,"LAS"
1974,7,88.7,"LAS"
1974,8,87.7,"LAS"
1974,9,83.4,"LAS"
1974,10,69.3,"LAS"
1974,11,54.8,"LAS"
1974,12,44.3,"LAS"
1975,1,45.2,"LAS"
1975,2,48.8,"LAS"
1975,3,53.8,"LAS"
1975,4,56.6,"LAS"
1975,5,72.5,"LAS"
1975,6,83.8,"LAS"
1975,7,90.3,"LAS"
1975,8,87.5,"LAS"
1975,9,81.7,"LAS"
1975,10,66.1,"LAS"
1975,11,53,"LAS"
1975,12,48.2,"LAS"
1976,1,46.9,"LAS"
1976,2,53.1,"LAS"
1976,3,53.3,"LAS"
1976,4,62.5,"LAS"
1976,5,77.8,"LAS"
1976,6,81.4,"LAS"
1976,7,86.9,"LAS"
1976,8,85.5,"LAS"
1976,9,78.7,"LAS"
1976,10,66.5,"LAS"
1976,11,58,"LAS"
1976,12,46.4,"LAS"
1977,1,45.6,"LAS"
1977,2,54.2,"LAS"
1977,3,52.6,"LAS"
1977,4,68.6,"LAS"
1977,5,67.7,"LAS"
1977,6,87.9,"LAS"
1977,7,92.3,"LAS"
1977,8,90,"LAS"
1977,9,80.6,"LAS"
1977,10,71.4,"LAS"
1977,11,57.2,"LAS"
1977,12,51.9,"LAS"
1978,1,47.9,"LAS"
1978,2,52,"LAS"
1978,3,59.9,"LAS"
1978,4,63.1,"LAS"
1978,5,73.1,"LAS"
1978,6,87.1,"LAS"
1978,7,91.9,"LAS"
1978,8,89,"LAS"
1978,9,78.9,"LAS"
1978,10,73.5,"LAS"
1978,11,54.2,"LAS"
1978,12,42.9,"LAS"
1979,1,41,"LAS"
1979,2,48.4,"LAS"
1979,3,56,"LAS"
1979,4,66,"LAS"
1979,5,75.3,"LAS"
1979,6,85.5,"LAS"
1979,7,91,"LAS"
1979,8,85.9,"LAS"
1979,9,85.3,"LAS"
1979,10,70.7,"LAS"
1979,11,51.6,"LAS"
1979,12,47.2,"LAS"
1980,1,49.5,"LAS"
1980,2,53.2,"LAS"
1980,3,54.2,"LAS"
1980,4,63.5,"LAS"
1980,5,68.9,"LAS"
1980,6,83.9,"LAS"
1980,7,91.9,"LAS"
1980,8,90.2,"LAS"
1980,9,81.4,"LAS"
1980,10,68.9,"LAS"
1980,11,56.8,"LAS"
1980,12,52.7,"LAS"
1981,1,51,"LAS"
1981,2,52.5,"LAS"
1981,3,56.4,"LAS"
1981,4,70.6,"LAS"
1981,5,74.3,"LAS"
1981,6,88.8,"LAS"
1981,7,92.7,"LAS"
1981,8,90,"LAS"
1981,9,82.5,"LAS"
1981,10,64.4,"LAS"
1981,11,58,"LAS"
1981,12,48.7,"LAS"
1982,1,45.6,"LAS"
1982,2,50.4,"LAS"
1982,3,55.1,"LAS"
1982,4,63.7,"LAS"
1982,5,73.6,"LAS"
1982,6,81.4,"LAS"
1982,7,88.1,"LAS"
1982,8,87.3,"LAS"
1982,9,77.9,"LAS"
1982,10,63,"LAS"
1982,11,50.5,"LAS"
1982,12,44.4,"LAS"
1983,1,46.5,"LAS"
1983,2,51.7,"LAS"
1983,3,56.3,"LAS"
1983,4,58.4,"LAS"
1983,5,72.8,"LAS"
1983,6,82.8,"LAS"
1983,7,88.4,"LAS"
1983,8,83.8,"LAS"
1983,9,82.4,"LAS"
1983,10,67.7,"LAS"
1983,11,55.2,"LAS"
1983,12,47.9,"LAS"
1984,1,47.1,"LAS"
1984,2,50.1,"LAS"
1984,3,57.8,"LAS"
1984,4,63,"LAS"
1984,5,80.7,"LAS"
1984,6,83.5,"LAS"
1984,7,88.1,"LAS"
1984,8,85.4,"LAS"
1984,9,81.7,"LAS"
1984,10,63,"LAS"
1984,11,52.6,"LAS"
1984,12,44,"LAS"
1985,1,44.4,"LAS"
1985,2,47.3,"LAS"
1985,3,54.8,"LAS"
1985,4,68.1,"LAS"
1985,5,76.9,"LAS"
1985,6,87.4,"LAS"
1985,7,92,"LAS"
1985,8,89.9,"LAS"
1985,9,75.4,"LAS"
1985,10,67.3,"LAS"
1985,11,51.7,"LAS"
1985,12,48.3,"LAS"
1986,1,51.7,"LAS"
1986,2,55.8,"LAS"
1986,3,63,"LAS"
1986,4,66.1,"LAS"
1986,5,76.6,"LAS"
1986,6,87.8,"LAS"
1986,7,87.6,"LAS"
1986,8,91.2,"LAS"
1986,9,75.4,"LAS"
1986,10,64.9,"LAS"
1986,11,55.8,"LAS"
1986,12,46,"LAS"
1987,1,44.7,"LAS"
1987,2,51.3,"LAS"
1987,3,54.6,"LAS"
1987,4,68.4,"LAS"
1987,5,74.4,"LAS"
1987,6,86.3,"LAS"
1987,7,86.9,"LAS"
1987,8,88.2,"LAS"
1987,9,81.2,"LAS"
1987,10,70.9,"LAS"
1987,11,53.3,"LAS"
1987,12,42.5,"LAS"
1988,1,45,"LAS"
1988,2,52.4,"LAS"
1988,3,58,"LAS"
1988,4,64.1,"LAS"
1988,5,73.4,"LAS"
1988,6,85.3,"LAS"
1988,7,92.6,"LAS"
1988,8,86.9,"LAS"
1988,9,79.1,"LAS"
1988,10,74.8,"LAS"
1988,11,56,"LAS"
1988,12,46,"LAS"
1989,1,43.9,"LAS"
1989,2,49.9,"LAS"
1989,3,63.4,"LAS"
1989,4,72.7,"LAS"
1989,5,75.6,"LAS"
1989,6,85.2,"LAS"
1989,7,93.3,"LAS"
1989,8,86.8,"LAS"
1989,9,80,"LAS"
1989,10,67.1,"LAS"
1989,11,57.3,"LAS"
1989,12,48,"LAS"
1990,1,45.2,"LAS"
1990,2,48.8,"LAS"
1990,3,60.5,"LAS"
1990,4,68.8,"LAS"
1990,5,74.5,"LAS"
1990,6,85.9,"LAS"
1990,7,90.8,"LAS"
1990,8,87.8,"LAS"
1990,9,81.9,"LAS"
1990,10,69.2,"LAS"
1990,11,55.1,"LAS"
1990,12,40.2,"LAS"
1991,1,45.5,"LAS"
1991,2,55.9,"LAS"
1991,3,52.7,"LAS"
1991,4,64.2,"LAS"
1991,5,69.9,"LAS"
1991,6,82.1,"LAS"
1991,7,90.2,"LAS"
1991,8,87.8,"LAS"
1991,9,81.9,"LAS"
1991,10,72.2,"LAS"
1991,11,55.2,"LAS"
1991,12,47,"LAS"
1992,1,45.9,"LAS"
1992,2,54.1,"LAS"
1992,3,56.7,"LAS"
1992,4,70.5,"LAS"
1992,5,77.7,"LAS"
1992,6,83.2,"LAS"
1992,7,88.6,"LAS"
1992,8,90.5,"LAS"
1992,9,83.7,"LAS"
1992,10,70.9,"LAS"
1992,11,52.7,"LAS"
1992,12,43.6,"LAS"
1993,1,45.7,"LAS"
1993,2,50.1,"LAS"
1993,3,60.8,"LAS"
1993,4,67.4,"LAS"
1993,5,77,"LAS"
1993,6,82.5,"LAS"
1993,7,89.4,"LAS"
1993,8,88.4,"LAS"
1993,9,81.2,"LAS"
1993,10,69,"LAS"
1993,11,51.5,"LAS"
1993,12,46.3,"LAS"
1994,1,49.3,"LAS"
1994,2,48.5,"LAS"
1994,3,62.7,"LAS"
1994,4,67.6,"LAS"
1994,5,76.6,"LAS"
1994,6,90.3,"LAS"
1994,7,93.3,"LAS"
1994,8,92.9,"LAS"
1994,9,83.1,"LAS"
1994,10,67.2,"LAS"
1994,11,49.4,"LAS"
1994,12,47.4,"LAS"
1995,1,47.5,"LAS"
1995,2,58.6,"LAS"
1995,3,57.9,"LAS"
1995,4,64.8,"LAS"
1995,5,71,"LAS"
1995,6,80.9,"LAS"
1995,7,92.3,"LAS"
1995,8,93.1,"LAS"
1995,9,83.7,"LAS"
1995,10,69.4,"LAS"
1995,11,59.8,"LAS"
1995,12,48.9,"LAS"
1996,1,48.5,"LAS"
1996,2,54.9,"LAS"
1996,3,59.8,"LAS"
1996,4,68.3,"LAS"
1996,5,77.3,"LAS"
1996,6,86.9,"LAS"
1996,7,93.2,"LAS"
1996,8,91.9,"LAS"
1996,9,80.4,"LAS"
1996,10,66.8,"LAS"
1996,11,56.5,"LAS"
1996,12,47.8,"LAS"
1997,1,48.3,"LAS"
1997,2,51.6,"LAS"
1997,3,62.6,"LAS"
1997,4,65.4,"LAS"
1997,5,81.6,"LAS"
1997,6,84.3,"LAS"
1997,7,88.2,"LAS"
1997,8,90.7,"LAS"
1997,9,81.2,"LAS"
1997,10,67.3,"LAS"
1997,11,56.2,"LAS"
1997,12,45.9,"LAS"
1998,1,48.6,"LAS"
1998,2,49.4,"LAS"
1998,3,56.6,"LAS"
1998,4,61,"LAS"
1998,5,70,"LAS"
1998,6,80,"LAS"
1998,7,91.7,"LAS"
1998,8,91.9,"LAS"
1998,9,80,"LAS"
1998,10,66.5,"LAS"
1998,11,54.8,"LAS"
1998,12,47.8,"LAS"
1999,1,50.4,"LAS"
1999,2,52.7,"LAS"
1999,3,60.5,"LAS"
1999,4,60.9,"LAS"
1999,5,75.3,"LAS"
1999,6,85.2,"LAS"
1999,7,88.2,"LAS"
1999,8,88,"LAS"
1999,9,81.6,"LAS"
1999,10,71.6,"LAS"
1999,11,58.8,"LAS"
1999,12,48.7,"LAS"
2000,1,51.4,"LAS"
2000,2,53.6,"LAS"
2000,3,58.6,"LAS"
2000,4,71.2,"LAS"
2000,5,80.7,"LAS"
2000,6,88.7,"LAS"
2000,7,92.2,"LAS"
2000,8,90.5,"LAS"
2000,9,81.6,"LAS"
2000,10,67.3,"LAS"
2000,11,50.2,"LAS"
2000,12,49.5,"LAS"
2001,1,46.4,"LAS"
2001,2,49.7,"LAS"
2001,3,60.5,"LAS"
2001,4,65,"LAS"
2001,5,82.2,"LAS"
2001,6,87.9,"LAS"
2001,7,90.3,"LAS"
2001,8,91.9,"LAS"
2001,9,85.1,"LAS"
2001,10,72.1,"LAS"
2001,11,58.6,"LAS"
2001,12,45.4,"LAS"
2002,1,46.1,"LAS"
2002,2,51.9,"LAS"
2002,3,55.4,"LAS"
2002,4,69.7,"LAS"
2002,5,75.8,"LAS"
2002,6,88.1,"LAS"
2002,7,94.5,"LAS"
2002,8,90.6,"LAS"
2002,9,82.8,"LAS"
2002,10,67.4,"LAS"
2002,11,56.8,"LAS"
2002,12,47.5,"LAS"
2003,1,54.2,"LAS"
2003,2,51.6,"LAS"
2003,3,59.6,"LAS"
2003,4,62.9,"LAS"
2003,5,77.9,"LAS"
2003,6,87.9,"LAS"
2003,7,94.8,"LAS"
2003,8,90.3,"LAS"
2003,9,84.4,"LAS"
2003,10,75.3,"LAS"
2003,11,52.6,"LAS"
2003,12,47.8,"LAS"
2004,1,47.4,"LAS"
2004,2,48.8,"LAS"
2004,3,66.5,"LAS"
2004,4,67.8,"LAS"
2004,5,79.1,"LAS"
2004,6,88.1,"LAS"
2004,7,93,"LAS"
2004,8,89.5,"LAS"
2004,9,81.6,"LAS"
2004,10,68.3,"LAS"
2004,11,53.7,"LAS"
2004,12,49.2,"LAS"
2005,1,51.4,"LAS"
2005,2,53.1,"LAS"
2005,3,59.5,"LAS"
2005,4,65.7,"LAS"
2005,5,78.9,"LAS"
2005,6,85,"LAS"
2005,7,95.3,"LAS"
2005,8,89.6,"LAS"
2005,9,82,"LAS"
2005,10,70.4,"LAS"
2005,11,59.3,"LAS"
2005,12,49.7,"LAS"
2006,1,50.2,"LAS"
2006,2,53.8,"LAS"
2006,3,55.1,"LAS"
2006,4,66.6,"LAS"
2006,5,81,"LAS"
2006,6,90.5,"LAS"
2006,7,94.6,"LAS"
2006,8,91,"LAS"
2006,9,80.9,"LAS"
2006,10,67.7,"LAS"
2006,11,58.4,"LAS"
2006,12,47.5,"LAS"
2007,1,46,"LAS"
2007,2,54.6,"LAS"
2007,3,64.4,"LAS"
2007,4,70.5,"LAS"
2007,5,80.4,"LAS"
2007,6,89.5,"LAS"
2007,7,95.4,"LAS"
2007,8,92.5,"LAS"
2007,9,82.7,"LAS"
2007,10,69.7,"LAS"
2007,11,60.9,"LAS"
2007,12,45.2,"LAS"
2008,1,46.1,"LAS"
2008,2,52.5,"LAS"
2008,3,61.1,"LAS"
2008,4,67.6,"LAS"
2008,5,74.4,"LAS"
2008,6,88.7,"LAS"
2008,7,93.7,"LAS"
2008,8,92.9,"LAS"
2008,9,84.8,"LAS"
2008,10,71.1,"LAS"
2008,11,60.8,"LAS"
2008,12,46.1,"LAS"
2009,1,51,"LAS"
2009,2,51.9,"LAS"
2009,3,59.8,"LAS"
2009,4,66,"LAS"
2009,5,83.6,"LAS"
2009,6,83.4,"LAS"
2009,7,94.7,"LAS"
2009,8,90.5,"LAS"
2009,9,86.2,"LAS"
2009,10,67,"LAS"
2009,11,59.2,"LAS"
2009,12,45.4,"LAS"
2010,1,48.8,"LAS"
2010,2,52.5,"LAS"
2010,3,58.3,"LAS"
2010,4,64,"LAS"
2010,5,71.7,"LAS"
2010,6,87.5,"LAS"
2010,7,96.2,"LAS"
2010,8,91.4,"LAS"
2010,9,85.1,"LAS"
2010,10,70.4,"LAS"
2010,11,56.3,"LAS"
2010,12,51.3,"LAS"
2011,1,49.1,"LAS"
2011,2,50.4,"LAS"
2011,3,60.7,"LAS"
2011,4,66.5,"LAS"
2011,5,72,"LAS"
2011,6,85.5,"LAS"
2011,7,91.6,"LAS"
