"Year","Month","Temperature","City"
1983,12,24,"WOH"
1984,1,20.7,"WOH"
1984,2,34.7,"WOH"
1984,3,29.1,"WOH"
1984,4,47.4,"WOH"
1984,5,54.5,"WOH"
1984,6,68.4,"WOH"
1984,7,68.5,"WOH"
1984,8,69.7,"WOH"
1984,9,60.8,"WOH"
1984,10,56.5,"WOH"
1984,11,39.6,"WOH"
1984,12,37.3,"WOH"
1985,1,21.6,"WOH"
1985,2,24.5,"WOH"
1985,3,39.9,"WOH"
1985,4,53.4,"WOH"
1985,5,59.7,"WOH"
1985,6,62.7,"WOH"
1985,7,69.7,"WOH"
1985,8,68.6,"WOH"
1985,9,64.5,"WOH"
1985,10,53.4,"WOH"
1985,11,45.3,"WOH"
1985,12,24.4,"WOH"
1986,1,26,"WOH"
1986,2,29.6,"WOH"
1986,3,39,"WOH"
1986,4,50.2,"WOH"
1986,5,60.4,"WOH"
1986,6,66.8,"WOH"
1986,7,71.9,"WOH"
1986,8,68,"WOH"
1986,9,65.2,"WOH"
1986,10,53.1,"WOH"
1986,11,39.2,"WOH"
1986,12,31.8,"WOH"
1987,1,27.3,"WOH"
1987,2,30.1,"WOH"
1987,3,38.9,"WOH"
1987,4,49.3,"WOH"
1987,5,62.3,"WOH"
1987,6,69.5,"WOH"
1987,7,74.6,"WOH"
1987,8,70.1,"WOH"
1987,9,63,"WOH"
1987,10,46.5,"WOH"
1987,11,45.2,"WOH"
1987,12,34.4,"WOH"
1988,1,25,"WOH"
1988,2,27.2,"WOH"
1988,3,38.7,"WOH"
1988,4,47.2,"WOH"
1988,5,58.9,"WOH"
1988,6,65.9,"WOH"
1988,7,74.1,"WOH"
1988,8,72.4,"WOH"
1988,9,62,"WOH"
1988,10,45.1,"WOH"
1988,11,42.3,"WOH"
1988,12,30.1,"WOH"
1989,1,32.8,"WOH"
1989,2,25.1,"WOH"
1989,3,39.2,"WOH"
1989,4,44.5,"WOH"
1989,5,56.7,"WOH"
1989,6,67.7,"WOH"
1989,7,72.9,"WOH"
1989,8,69.3,"WOH"
1989,9,62.8,"WOH"
1989,10,51.9,"WOH"
1989,11,39.5,"WOH"
1989,12,18,"WOH"
1990,1,34.4,"WOH"
1990,2,34.7,"WOH"
1990,3,41.9,"WOH"
1990,4,47.6,"WOH"
1990,5,56,"WOH"
1990,6,66.5,"WOH"
1990,7,69.9,"WOH"
1990,8,68.5,"WOH"
1990,9,62.1,"WOH"
1990,10,52.9,"WOH"
1990,11,43.2,"WOH"
1990,12,35.3,"WOH"
1991,1,26.8,"WOH"
1991,2,32.3,"WOH"
1991,3,40.4,"WOH"
1991,4,52.2,"WOH"
1991,5,66.1,"WOH"
1991,6,69.6,"WOH"
1991,7,72,"WOH"
1991,8,71.5,"WOH"
1991,9,62.3,"WOH"
1991,10,53,"WOH"
1991,11,39.1,"WOH"
1991,12,31.7,"WOH"
1992,1,28.5,"WOH"
1992,2,31.8,"WOH"
1992,3,35.6,"WOH"
1992,4,47.6,"WOH"
1992,5,57.1,"WOH"
1992,6,63.1,"WOH"
1992,7,69.9,"WOH"
1992,8,65.4,"WOH"
1992,9,60.7,"WOH"
1992,10,48.1,"WOH"
1992,11,40.9,"WOH"
1992,12,32.4,"WOH"
1993,1,31.4,"WOH"
1993,2,24.2,"WOH"
1993,3,35.9,"WOH"
1993,4,NA,"WOH"
1993,5,57.7,"WOH"
1993,6,65.6,"WOH"
1993,7,71.8,"WOH"
1993,8,70.3,"WOH"
1993,9,NA,"WOH"
1993,10,49,"WOH"
1993,11,41.1,"WOH"
1993,12,29.3,"WOH"
1994,1,18.9,"WOH"
1994,2,24.2,"WOH"
1994,3,35.2,"WOH"
1994,4,50.3,"WOH"
1994,5,52.8,"WOH"
1994,6,68.2,"WOH"
1994,7,70.9,"WOH"
1994,8,66.7,"WOH"
1994,9,59.7,"WOH"
1994,10,49.1,"WOH"
1994,11,44.5,"WOH"
1994,12,33.6,"WOH"
1995,1,27.7,"WOH"
1995,2,22.3,"WOH"
1995,3,36.8,"WOH"
1995,4,43.2,"WOH"
1995,5,55.2,"WOH"
1995,6,68,"WOH"
1995,7,71.5,"WOH"
1995,8,73.8,"WOH"
1995,9,59.3,"WOH"
1995,10,53.1,"WOH"
1995,11,35.1,"WOH"
1995,12,24.7,"WOH"
1996,1,22.9,"WOH"
1996,2,24.7,"WOH"
1996,3,30.3,"WOH"
1996,4,46.5,"WOH"
1996,5,55.8,"WOH"
1996,6,67.2,"WOH"
1996,7,68,"WOH"
1996,8,68.3,"WOH"
1996,9,61.8,"WOH"
1996,10,51.1,"WOH"
1996,11,34.4,"WOH"
1996,12,34.3,"WOH"
1997,1,24.2,"WOH"
1997,2,32,"WOH"
1997,3,37.8,"WOH"
1997,4,42.5,"WOH"
1997,5,50.3,"WOH"
1997,6,66.4,"WOH"
1997,7,68.8,"WOH"
1997,8,66,"WOH"
1997,9,60.7,"WOH"
1997,10,50.5,"WOH"
1997,11,37.4,"WOH"
1997,12,32.7,"WOH"
1998,1,33.8,"WOH"
1998,2,36.4,"WOH"
1998,3,38.9,"WOH"
1998,4,47.4,"WOH"
1998,5,62.6,"WOH"
1998,6,66.2,"WOH"
1998,7,68.9,"WOH"
1998,8,70.2,"WOH"
1998,9,63.8,"WOH"
1998,10,52.1,"WOH"
1998,11,41.1,"WOH"
1998,12,35.2,"WOH"
1999,1,24.9,"WOH"
1999,2,31.6,"WOH"
1999,3,32.2,"WOH"
1999,4,49.6,"WOH"
1999,5,59,"WOH"
1999,6,67.3,"WOH"
1999,7,73.8,"WOH"
1999,8,67,"WOH"
1999,9,61.9,"WOH"
1999,10,49.2,"WOH"
1999,11,43.8,"WOH"
1999,12,30.8,"WOH"
2000,1,24.3,"WOH"
2000,2,30.4,"WOH"
2000,3,41.3,"WOH"
2000,4,46.7,"WOH"
2000,5,59.8,"WOH"
2000,6,68.2,"WOH"
2000,7,66.9,"WOH"
2000,8,66.7,"WOH"
2000,9,61.3,"WOH"
2000,10,53.1,"WOH"
2000,11,37.8,"WOH"
2000,12,21.1,"WOH"
2001,1,25.6,"WOH"
2001,2,31.2,"WOH"
2001,3,32.6,"WOH"
2001,4,49.2,"WOH"
2001,5,57.9,"WOH"
2001,6,65.6,"WOH"
2001,7,69.1,"WOH"
2001,8,71.1,"WOH"
2001,9,59.4,"WOH"
2001,10,52.3,"WOH"
2001,11,46.1,"WOH"
2001,12,35.8,"WOH"
2002,1,31.4,"WOH"
2002,2,31.8,"WOH"
2002,3,36.7,"WOH"
2002,4,48.4,"WOH"
2002,5,52.8,"WOH"
2002,6,68.6,"WOH"
2002,7,72.6,"WOH"
2002,8,71.5,"WOH"
2002,9,65.5,"WOH"
2002,10,48.8,"WOH"
2002,11,39.3,"WOH"
2002,12,29,"WOH"
2003,1,18.1,"WOH"
2003,2,21.2,"WOH"
2003,3,36.2,"WOH"
2003,4,48,"WOH"
2003,5,56.9,"WOH"
2003,6,64.2,"WOH"
2003,7,69.2,"WOH"
2003,8,71,"WOH"
2003,9,60.6,"WOH"
2003,10,48.2,"WOH"
2003,11,45,"WOH"
2003,12,31.1,"WOH"
2004,1,19.6,"WOH"
2004,2,26.5,"WOH"
2004,3,39,"WOH"
2004,4,46.5,"WOH"
2004,5,61.9,"WOH"
2004,6,64.7,"WOH"
2004,7,69.4,"WOH"
2004,8,66.9,"WOH"
2004,9,64,"WOH"
2004,10,50.6,"WOH"
2004,11,43.1,"WOH"
2004,12,30.2,"WOH"
2005,1,26.5,"WOH"
2005,2,28.2,"WOH"
2005,3,31,"WOH"
2005,4,48.5,"WOH"
2005,5,52.9,"WOH"
2005,6,70.1,"WOH"
2005,7,73.4,"WOH"
2005,8,72,"WOH"
2005,9,64.9,"WOH"
2005,10,52.2,"WOH"
2005,11,42.4,"WOH"
2005,12,25.1,"WOH"
2006,1,36.1,"WOH"
2006,2,28,"WOH"
2006,3,34.8,"WOH"
2006,4,49.7,"WOH"
2006,5,56.5,"WOH"
2006,6,65.3,"WOH"
2006,7,72.2,"WOH"
2006,8,70.8,"WOH"
2006,9,61.5,"WOH"
2006,10,47.8,"WOH"
2006,11,43,"WOH"
2006,12,37.5,"WOH"
2007,1,30.2,"WOH"
2007,2,17.1,"WOH"
2007,3,37.4,"WOH"
2007,4,45.3,"WOH"
2007,5,59,"WOH"
2007,6,67.4,"WOH"
2007,7,68.4,"WOH"
2007,8,NA,"WOH"
2007,9,63.8,"WOH"
2007,10,57.6,"WOH"
2007,11,39.6,"WOH"
2007,12,30.8,"WOH"
2008,1,28.2,"WOH"
2008,2,24.5,"WOH"
2008,3,31.4,"WOH"
2008,4,50.2,"WOH"
2008,5,53.2,"WOH"
2008,6,68.1,"WOH"
2008,7,70.1,"WOH"
2008,8,66.7,"WOH"
2008,9,63.2,"WOH"
2008,10,48.4,"WOH"
2008,11,38.1,"WOH"
2008,12,30.1,"WOH"
2009,1,17.4,"WOH"
2009,2,26.7,"WOH"
2009,3,37.2,"WOH"
2009,4,47.9,"WOH"
2009,5,57.9,"WOH"
2009,6,63.9,"WOH"
2009,7,65.4,"WOH"
2009,8,68.9,"WOH"
2009,9,62.1,"WOH"
2009,10,47.6,"WOH"
2009,11,44,"WOH"
2009,12,27,"WOH"
2010,1,23.7,"WOH"
2010,2,23.8,"WOH"
2010,3,39.1,"WOH"
2010,4,50.5,"WOH"
2010,5,59.9,"WOH"
2010,6,68.7,"WOH"
2010,7,72.1,"WOH"
2010,8,71.6,"WOH"
2010,9,62.6,"WOH"
2010,10,51.2,"WOH"
2010,11,40.2,"WOH"
2010,12,22.7,"WOH"
2011,1,21.6,"WOH"
2011,2,26.8,"WOH"
2011,3,35.2,"WOH"
2011,4,49.2,"WOH"
2011,5,60.9,"WOH"
2011,6,68.4,"WOH"
2011,7,74.1,"WOH"
2011,8,68.5,"WOH"
2011,9,64.2,"WOH"
2011,10,50,"WOH"
2011,11,46.2,"WOH"
2011,12,35.4,"WOH"
2012,1,29,"WOH"
2012,2,32.1,"WOH"
2012,3,44.5,"WOH"
2012,4,45.2,"WOH"
2012,5,64.3,"WOH"
2012,6,66.8,"WOH"
2012,7,74,"WOH"
2012,8,69.2,"WOH"
2012,9,61.6,"WOH"
2012,10,53.1,"WOH"
2012,11,37.6,"WOH"
2012,12,37.1,"WOH"
2013,1,28.7,"WOH"
2013,2,26.9,"WOH"
2013,3,33,"WOH"
2013,4,47.1,"WOH"
2013,5,61.3,"WOH"
2013,6,66.2,"WOH"
2013,7,71.5,"WOH"
2013,8,67.5,"WOH"
2013,9,61.6,"WOH"
2013,10,53.7,"WOH"
2013,11,37.5,"WOH"
2013,12,31.6,"WOH"
2014,1,18.6,"WOH"
2014,2,18.3,"WOH"
2014,3,28.5,"WOH"
2014,4,47.6,"WOH"
2014,5,59.8,"WOH"
2014,6,66.2,"WOH"
2014,7,67.7,"WOH"
2014,8,66.8,"WOH"
2014,9,62.1,"WOH"
2014,10,52.1,"WOH"
2014,11,NA,"WOH"
2014,12,34.8,"WOH"
2015,1,21.6,"WOH"
2015,2,12.3,"WOH"
2015,3,30.5,"WOH"
2015,4,48.1,"WOH"
2015,5,62.9,"WOH"
2015,6,66.7,"WOH"
2015,7,69.7,"WOH"
2015,8,68.2,"WOH"
2015,9,67,"WOH"
2015,10,51.2,"WOH"
2015,11,46.7,"WOH"
2015,12,42.7,"WOH"
2016,1,25.9,"WOH"
2016,2,30.5,"WOH"
2016,3,43,"WOH"
2016,4,47.9,"WOH"
2016,5,61.6,"WOH"
2016,6,67.7,"WOH"
2016,7,72.2,"WOH"
2016,8,74.3,"WOH"
2016,9,67,"WOH"
2016,10,54.6,"WOH"
2016,11,44,"WOH"
2016,12,30,"WOH"
2017,1,32.3,"WOH"
2017,2,36.8,"WOH"
2017,3,36.8,"WOH"
2017,4,52.1,"WOH"
2017,5,NA,"WOH"
2017,6,67.3,"WOH"
2017,7,NA,"WOH"
2017,8,67,"WOH"
2017,9,64.2,"WOH"
2017,10,55.4,"WOH"
2017,11,38.1,"WOH"
2017,12,26.9,"WOH"
1918,1,17.8,"STL"
1918,2,38.2,"STL"
1918,3,52,"STL"
1918,4,51,"STL"
1918,5,66.6,"STL"
1918,6,75.1,"STL"
1918,7,74.2,"STL"
1918,8,79,"STL"
1918,9,60.4,"STL"
1918,10,60.9,"STL"
1918,11,43.8,"STL"
1918,12,41.4,"STL"
1919,1,37.3,"STL"
1919,2,35.3,"STL"
1919,3,46.3,"STL"
1919,4,53.9,"STL"
1919,5,60.7,"STL"
1919,6,72.6,"STL"
1919,7,76.6,"STL"
1919,8,74.5,"STL"
1919,9,70.7,"STL"
1919,10,59.6,"STL"
1919,11,43.8,"STL"
1919,12,32.8,"STL"
1920,1,30.5,"STL"
1920,2,35,"STL"
1920,3,42,"STL"
1920,4,51.3,"STL"
1920,5,63,"STL"
1920,6,NA,"STL"
1920,7,74.9,"STL"
1920,8,71.7,"STL"
1920,9,68.8,"STL"
1920,10,60.5,"STL"
1920,11,40.4,"STL"
1920,12,36.7,"STL"
1921,1,38.6,"STL"
1921,2,42,"STL"
1921,3,52,"STL"
1921,4,53.9,"STL"
1921,5,64.9,"STL"
1921,6,74.9,"STL"
1921,7,78.5,"STL"
1921,8,76.6,"STL"
1921,9,75,"STL"
1921,10,57.6,"STL"
1921,11,48,"STL"
1921,12,38.6,"STL"
1922,1,29.7,"STL"
1922,2,35,"STL"
1922,3,43.3,"STL"
1922,4,56.9,"STL"
1922,5,65.8,"STL"
1922,6,75.7,"STL"
1922,7,76,"STL"
1922,8,76.2,"STL"
1922,9,72.2,"STL"
1922,10,60.2,"STL"
1922,11,46.8,"STL"
1922,12,NA,"STL"
1923,1,40.1,"STL"
1923,2,31.7,"STL"
1923,3,NA,"STL"
1923,4,54.7,"STL"
1923,5,62.3,"STL"
1923,6,72.4,"STL"
1923,7,76.9,"STL"
1923,8,78.3,"STL"
1923,9,68.7,"STL"
1923,10,53.6,"STL"
1923,11,45,"STL"
1923,12,NA,"STL"
1924,1,28.2,"STL"
1924,2,36.5,"STL"
1924,3,37.7,"STL"
1924,4,56.6,"STL"
1924,5,59.1,"STL"
1924,6,73.2,"STL"
1924,7,72.7,"STL"
1924,8,76.8,"STL"
1924,9,63.2,"STL"
1924,10,62.1,"STL"
1924,11,47.6,"STL"
1924,12,29.9,"STL"
1925,1,33.2,"STL"
1925,2,41.1,"STL"
1925,3,48.3,"STL"
1925,4,60.3,"STL"
1925,5,61.8,"STL"
1925,6,77.1,"STL"
1925,7,77,"STL"
1925,8,76.7,"STL"
1925,9,74.8,"STL"
1925,10,49,"STL"
1925,11,42.9,"STL"
1925,12,34.1,"STL"
1926,1,32.6,"STL"
1926,2,40.1,"STL"
1926,3,39.5,"STL"
1926,4,52.3,"STL"
1926,5,66.1,"STL"
1926,6,70.6,"STL"
1926,7,78.3,"STL"
1926,8,77.6,"STL"
1926,9,71,"STL"
1926,10,58.3,"STL"
1926,11,41.2,"STL"
1926,12,33.4,"STL"
1927,1,33.6,"STL"
1927,2,44.2,"STL"
1927,3,45.1,"STL"
1927,4,59.9,"STL"
1927,5,66,"STL"
1927,6,70.4,"STL"
1927,7,74.8,"STL"
1927,8,70.4,"STL"
1927,9,71.9,"STL"
1927,10,61.8,"STL"
1927,11,48.6,"STL"
1927,12,NA,"STL"
1928,1,35.6,"STL"
1928,2,38.6,"STL"
1928,3,47.2,"STL"
1928,4,52.2,"STL"
1928,5,65.5,"STL"
1928,6,66.8,"STL"
1928,7,76.7,"STL"
1928,8,76.8,"STL"
1928,9,65.3,"STL"
1928,10,61.7,"STL"
1928,11,44.4,"STL"
1928,12,37.1,"STL"
1929,1,NA,"STL"
1929,2,25,"STL"
1929,3,48.1,"STL"
1929,4,56.7,"STL"
1929,5,60.4,"STL"
1929,6,70.3,"STL"
1929,7,78.5,"STL"
1929,8,76.1,"STL"
1929,9,68.1,"STL"
1929,10,57.6,"STL"
1929,11,40.7,"STL"
1929,12,39.2,"STL"
1930,1,24.1,"STL"
1930,2,44.9,"STL"
1930,3,44.3,"STL"
1930,4,60,"STL"
1930,5,63.9,"STL"
1930,6,70.9,"STL"
1930,7,81.4,"STL"
1930,8,78,"STL"
1930,9,70.7,"STL"
1930,10,54.6,"STL"
1930,11,44.5,"STL"
1930,12,33.7,"STL"
1931,1,36.5,"STL"
1931,2,41.1,"STL"
1931,3,40.2,"STL"
1931,4,55.5,"STL"
1931,5,60.5,"STL"
1931,6,75.5,"STL"
1931,7,80.3,"STL"
1931,8,74.4,"STL"
1931,9,75.4,"STL"
1931,10,62.3,"STL"
1931,11,53.1,"STL"
1931,12,43.9,"STL"
1932,1,39.1,"STL"
1932,2,44.8,"STL"
1932,3,41.3,"STL"
1932,4,58.9,"STL"
1932,5,65.9,"STL"
1932,6,74.4,"STL"
1932,7,78.9,"STL"
1932,8,77.6,"STL"
1932,9,70.1,"STL"
1932,10,56.9,"STL"
1932,11,41.6,"STL"
1932,12,34.4,"STL"
1933,1,41.4,"STL"
1933,2,32.6,"STL"
1933,3,44,"STL"
1933,4,55.2,"STL"
1933,5,65.4,"STL"
1933,6,76.6,"STL"
1933,7,78.3,"STL"
1933,8,75.1,"STL"
1933,9,73.9,"STL"
1933,10,58,"STL"
1933,11,48,"STL"
1933,12,42.9,"STL"
1934,1,38.1,"STL"
1934,2,34,"STL"
1934,3,42.9,"STL"
1934,4,56.4,"STL"
1934,5,67.6,"STL"
1934,6,78.7,"STL"
1934,7,85.8,"STL"
1934,8,79.4,"STL"
1934,9,64.7,"STL"
1934,10,61.5,"STL"
1934,11,49.5,"STL"
1934,12,33.5,"STL"
1935,1,36,"STL"
1935,2,39.5,"STL"
1935,3,51.9,"STL"
1935,4,52.7,"STL"
1935,5,60.3,"STL"
1935,6,68.3,"STL"
1935,7,78.4,"STL"
1935,8,77.2,"STL"
1935,9,68,"STL"
1935,10,57.8,"STL"
1935,11,42.6,"STL"
1935,12,31.5,"STL"
1936,1,27.7,"STL"
1936,2,28,"STL"
1936,3,51.2,"STL"
1936,4,53.8,"STL"
1936,5,67.8,"STL"
1936,6,76.5,"STL"
1936,7,83,"STL"
1936,8,83.1,"STL"
1936,9,73.9,"STL"
1936,10,56.4,"STL"
1936,11,44,"STL"
1936,12,40.7,"STL"
1937,1,32.9,"STL"
1937,2,35,"STL"
1937,3,41.4,"STL"
1937,4,54.4,"STL"
1937,5,65.8,"STL"
1937,6,74.5,"STL"
1937,7,76.7,"STL"
1937,8,80.5,"STL"
1937,9,70.3,"STL"
1937,10,57,"STL"
1937,11,41.7,"STL"
1937,12,33.3,"STL"
1938,1,34.6,"STL"
1938,2,43.9,"STL"
1938,3,54.5,"STL"
1938,4,57.4,"STL"
1938,5,64,"STL"
1938,6,71.5,"STL"
1938,7,79.9,"STL"
1938,8,82.6,"STL"
1938,9,73.1,"STL"
1938,10,65.3,"STL"
1938,11,46.7,"STL"
1938,12,38.2,"STL"
1939,1,40.5,"STL"
1939,2,36.4,"STL"
1939,3,50,"STL"
1939,4,54,"STL"
1939,5,65.9,"STL"
1939,6,73.2,"STL"
1939,7,78.8,"STL"
1939,8,75.8,"STL"
1939,9,77,"STL"
1939,10,62.1,"STL"
1939,11,44.8,"STL"
1939,12,41,"STL"
1940,1,18.4,"STL"
1940,2,34.8,"STL"
1940,3,44.7,"STL"
1940,4,54.5,"STL"
1940,5,62.6,"STL"
1940,6,72.6,"STL"
1940,7,75.9,"STL"
1940,8,74.7,"STL"
1940,9,69.3,"STL"
1940,10,63.9,"STL"
1940,11,44.1,"STL"
1940,12,41.2,"STL"
1941,1,37.4,"STL"
1941,2,34.8,"STL"
1941,3,41.4,"STL"
1941,4,59.3,"STL"
1941,5,67.1,"STL"
1941,6,72.8,"STL"
1941,7,77.9,"STL"
1941,8,78.7,"STL"
1941,9,70.8,"STL"
1941,10,62.1,"STL"
1941,11,46.6,"STL"
1941,12,40.2,"STL"
1942,1,33,"STL"
1942,2,34.8,"STL"
1942,3,47.7,"STL"
1942,4,59.1,"STL"
1942,5,62.8,"STL"
1942,6,71.7,"STL"
1942,7,78.2,"STL"
1942,8,74.6,"STL"
1942,9,67.6,"STL"
1942,10,59.2,"STL"
1942,11,49,"STL"
1942,12,35.6,"STL"
1943,1,36,"STL"
1943,2,42.5,"STL"
1943,3,40.9,"STL"
1943,4,57.3,"STL"
1943,5,64.7,"STL"
1943,6,74.7,"STL"
1943,7,79.2,"STL"
1943,8,80.8,"STL"
1943,9,67.7,"STL"
1943,10,57.5,"STL"
1943,11,46.4,"STL"
1943,12,33.9,"STL"
1944,1,38,"STL"
1944,2,41.8,"STL"
1944,3,43.5,"STL"
1944,4,54,"STL"
1944,5,67.3,"STL"
1944,6,75.7,"STL"
1944,7,78.2,"STL"
1944,8,74.7,"STL"
1944,9,68.8,"STL"
1944,10,61.5,"STL"
1944,11,46.9,"STL"
1944,12,31.4,"STL"
1945,1,32.8,"STL"
1945,2,37.8,"STL"
1945,3,53.8,"STL"
1945,4,56.6,"STL"
1945,5,60.3,"STL"
1945,6,69,"STL"
1945,7,75.2,"STL"
1945,8,77.2,"STL"
1945,9,70.4,"STL"
1945,10,57.6,"STL"
1945,11,47.2,"STL"
1945,12,31.4,"STL"
1946,1,35.7,"STL"
1946,2,43.4,"STL"
1946,3,55,"STL"
1946,4,61.2,"STL"
1946,5,61.5,"STL"
1946,6,72.5,"STL"
1946,7,79.4,"STL"
1946,8,74.1,"STL"
1946,9,67.9,"STL"
1946,10,62.1,"STL"
1946,11,48.5,"STL"
1946,12,43,"STL"
1947,1,37.2,"STL"
1947,2,31.1,"STL"
1947,3,38.9,"STL"
1947,4,57.2,"STL"
1947,5,63.6,"STL"
1947,6,72.9,"STL"
1947,7,74.9,"STL"
1947,8,82.8,"STL"
1947,9,73.1,"STL"
1947,10,66,"STL"
1947,11,42.9,"STL"
1947,12,40.7,"STL"
1948,1,28.7,"STL"
1948,2,36.4,"STL"
1948,3,44.5,"STL"
1948,4,61.7,"STL"
1948,5,64,"STL"
1948,6,73.3,"STL"
1948,7,76.6,"STL"
1948,8,75.5,"STL"
1948,9,69.7,"STL"
1948,10,57.5,"STL"
1948,11,48.1,"STL"
1948,12,40.1,"STL"
1949,1,34,"STL"
1949,2,40.6,"STL"
1949,3,44.8,"STL"
1949,4,55.4,"STL"
1949,5,67.8,"STL"
1949,6,74.2,"STL"
1949,7,77.1,"STL"
1949,8,74.4,"STL"
1949,9,64.5,"STL"
1949,10,60.2,"STL"
1949,11,49.7,"STL"
1949,12,41.3,"STL"
1950,1,40.6,"STL"
1950,2,40.5,"STL"
1950,3,43.8,"STL"
1950,4,53.7,"STL"
1950,5,65.6,"STL"
1950,6,72.6,"STL"
1950,7,72.7,"STL"
1950,8,72.3,"STL"
1950,9,66.8,"STL"
1950,10,64.6,"STL"
1950,11,42.2,"STL"
1950,12,34.6,"STL"
1951,1,35.2,"STL"
1951,2,39.3,"STL"
1951,3,44.5,"STL"
1951,4,52.1,"STL"
1951,5,64.8,"STL"
1951,6,NA,"STL"
1951,7,NA,"STL"
1951,8,76.3,"STL"
1951,9,66.3,"STL"
1951,10,59.2,"STL"
1951,11,39.3,"STL"
1951,12,37,"STL"
1952,1,40.3,"STL"
1952,2,43.1,"STL"
1952,3,44.7,"STL"
1952,4,54.7,"STL"
1952,5,65.1,"STL"
1952,6,80.5,"STL"
1952,7,79.8,"STL"
1952,8,76.8,"STL"
1952,9,70.1,"STL"
1952,10,55.2,"STL"
1952,11,46.3,"STL"
1952,12,38.1,"STL"
1953,1,38.3,"STL"
1953,2,42.3,"STL"
1953,3,50.3,"STL"
1953,4,53.6,"STL"
1953,5,66.4,"STL"
1953,6,81,"STL"
1953,7,79.8,"STL"
1953,8,77.9,"STL"
1953,9,74.4,"STL"
1953,10,62.6,"STL"
1953,11,48.3,"STL"
1953,12,37.7,"STL"
1954,1,34.4,"STL"
1954,2,45.8,"STL"
1954,3,43.8,"STL"
1954,4,63.7,"STL"
1954,5,61.6,"STL"
1954,6,77,"STL"
1954,7,82.7,"STL"
1954,8,82.2,"STL"
1954,9,76.2,"STL"
1954,10,59.6,"STL"
1954,11,47.9,"STL"
1954,12,37.8,"STL"
1955,1,35.8,"STL"
1955,2,37.9,"STL"
1955,3,46.7,"STL"
1955,4,62.9,"STL"
1955,5,67.2,"STL"
1955,6,68.5,"STL"
1955,7,78.9,"STL"
1955,8,77.2,"STL"
1955,9,72.7,"STL"
1955,10,58.5,"STL"
1955,11,44.7,"STL"
1955,12,35.6,"STL"
1956,1,32.3,"STL"
1956,2,39.2,"STL"
1956,3,47.4,"STL"
1956,4,55.7,"STL"
1956,5,68,"STL"
1956,6,72,"STL"
1956,7,77.8,"STL"
1956,8,80,"STL"
1956,9,71,"STL"
1956,10,64.1,"STL"
1956,11,46.8,"STL"
1956,12,42,"STL"
1957,1,30.5,"STL"
1957,2,43.2,"STL"
1957,3,44.4,"STL"
1957,4,57.6,"STL"
1957,5,66,"STL"
1957,6,72.4,"STL"
1957,7,78,"STL"
1957,8,76.5,"STL"
1957,9,66.4,"STL"
1957,10,55.8,"STL"
1957,11,44,"STL"
1957,12,43.3,"STL"
1958,1,34.5,"STL"
1958,2,29.2,"STL"
1958,3,37.6,"STL"
1958,4,56.3,"STL"
1958,5,65.3,"STL"
1958,6,71.5,"STL"
1958,7,75.3,"STL"
1958,8,76.1,"STL"
1958,9,68.7,"STL"
1958,10,58.5,"STL"
1958,11,50.4,"STL"
1958,12,34.6,"STL"
1959,1,32.6,"STL"
1959,2,38,"STL"
1959,3,46.8,"STL"
1959,4,57.1,"STL"
1959,5,67.9,"STL"
1959,6,71.9,"STL"
1959,7,74.3,"STL"
1959,8,76.9,"STL"
1959,9,69.1,"STL"
1959,10,56.6,"STL"
1959,11,39.6,"STL"
1959,12,40.3,"STL"
1960,1,35.3,"STL"
1960,2,32.4,"STL"
1960,3,32.3,"STL"
1960,4,58.3,"STL"
1960,5,62.5,"STL"
1960,6,72.4,"STL"
1960,7,74.5,"STL"
1960,8,75.6,"STL"
1960,9,72.6,"STL"
1960,10,59.7,"STL"
1960,11,46.5,"STL"
1960,12,31.9,"STL"
1961,1,32,"STL"
1961,2,41.2,"STL"
1961,3,47.7,"STL"
1961,4,52.6,"STL"
1961,5,61.2,"STL"
1961,6,69.7,"STL"
1961,7,75.3,"STL"
1961,8,73.7,"STL"
1961,9,69.1,"STL"
1961,10,60.2,"STL"
1961,11,44.8,"STL"
1961,12,33.7,"STL"
1962,1,29.5,"STL"
1962,2,42.1,"STL"
1962,3,41.6,"STL"
1962,4,53.9,"STL"
1962,5,71.5,"STL"
1962,6,71.8,"STL"
1962,7,77.4,"STL"
1962,8,78.2,"STL"
1962,9,66.6,"STL"
1962,10,61,"STL"
1962,11,46,"STL"
1962,12,36.3,"STL"
1963,1,27.3,"STL"
1963,2,34.1,"STL"
1963,3,51.6,"STL"
1963,4,60.9,"STL"
1963,5,65.8,"STL"
1963,6,74.3,"STL"
1963,7,77.1,"STL"
1963,8,78,"STL"
1963,9,71.6,"STL"
1963,10,69.2,"STL"
1963,11,49.5,"STL"
1963,12,28.5,"STL"
1964,1,38.7,"STL"
1964,2,36.3,"STL"
1964,3,44.9,"STL"
1964,4,60.5,"STL"
1964,5,67.7,"STL"
1964,6,73.1,"STL"
1964,7,79.8,"STL"
1964,8,74.9,"STL"
1964,9,69.2,"STL"
1964,10,57.2,"STL"
1964,11,51.1,"STL"
1964,12,36.5,"STL"
1965,1,37.8,"STL"
1965,2,38,"STL"
1965,3,36.5,"STL"
1965,4,61.4,"STL"
1965,5,68.5,"STL"
1965,6,72,"STL"
1965,7,75.9,"STL"
1965,8,74.4,"STL"
1965,9,69.3,"STL"
1965,10,58.4,"STL"
1965,11,52.4,"STL"
1965,12,43.4,"STL"
